mo6883##Подвеска Бутылочка 1,5 мл#Подвеска Бутылочка 1,5 мл#Подвеска Бутылочка 1,5 мл, размеры 28х13 мм#Корень|Главная|Товары для творчества|Фурнитура|Фурнитура для бижутерии|Подвески и кулоны#podveska_butylochka_1_5_ml.jpeg#1 шт#10#20.00
mo9412##Подвеска Бутылочка 14 мл#Подвеска Бутылочка 14 мл#Подвеска Бутылочка 14 мл, размеры 55х22 мм#Корень|Главная|Товары для творчества|Фурнитура|Фурнитура для бижутерии|Подвески и кулоны#podveska_butylochka_14_ml.jpeg#1 шт#10#56.00
mo0973##Подвеска Бутылочка 8 мл#Подвеска Бутылочка 8 мл#Подвеска Бутылочка 8 мл, размеры 45х22 мм#Корень|Главная|Товары для творчества|Фурнитура|Фурнитура для бижутерии|Подвески и кулоны#podveska_butylochka_8_ml.jpeg#1 шт#10#23.00
mo3833##Подвеска Дельфин с узором, античное серебро#Подвеска Дельфин с узором, античное серебробронза#Подвеска Дельфин с узором, античное серебро, размеры 31х22 мм #Корень|Главная|Товары для творчества|Фурнитура|Фурнитура для бижутерии|Подвески и кулоны#podveska_delfin_s_uzorom__antichnoe_serebro.jpeg#1 шт#10#17.00
mo2298##Подвеска Дельфин с узором, бронза#Подвеска Дельфин с узором, бронза#Подвеска Дельфин с узором, бронза, размеры 31х23 мм #Корень|Главная|Товары для творчества|Фурнитура|Фурнитура для бижутерии|Подвески и кулоны#podveska_delfin_s_uzorom__bronza.jpeg#1 шт#10#19.00
mo2236##Подвеска Дельфин, античное серебро#Подвеска Дельфин, античное серебро#Подвеска Дельфин, античное серебро, размеры 32х21 мм #Корень|Главная|Товары для творчества|Фурнитура|Фурнитура для бижутерии|Подвески и кулоны#podveska_delfin__antichnoe_serebro.jpeg#1 шт#10#21.00
mo3872##Подвеска Кошка большая, бронза#Подвеска Кошка большая, бронза#Подвеска Кошка большая, бронза, размеры 47х30 мм #Корень|Главная|Товары для творчества|Фурнитура|Фурнитура для бижутерии|Подвески и кулоны#podveska_koshka_bolshaya__bronza.jpeg#1 шт#10#45.00
mo7332##Подвеска Кошка египетская, античное серебро#Подвеска Кошка египетская, античное серебро#Подвеска Кошка египетская, античное серебро, размеры 20х11 мм #Корень|Главная|Товары для творчества|Фурнитура|Фурнитура для бижутерии|Подвески и кулоны#podveska_koshka_egipetskaya__antichnoe_serebro.jpeg#1 шт#10#23.00
mo3091##Подвеска Кошка и мышка, бронза#Подвеска Кошка и мышка, бронза#Подвеска Кошка и мышка, бронза, размеры 31х26 мм #Корень|Главная|Товары для творчества|Фурнитура|Фурнитура для бижутерии|Подвески и кулоны#podveska_koshka_i_myshka__bronza.jpeg#1 шт#10#19.00
mo9838##Подвеска Краб, античное серебро#Подвеска Краб, античное серебро#Подвеска Краб, античное серебро, размеры 23х22 мм #Корень|Главная|Товары для творчества|Фурнитура|Фурнитура для бижутерии|Подвески и кулоны#podveska_krab__antichnoe_serebro.jpeg#1 шт#10#26.00
mo3276##Подвеска Морской конёк, бронза#Подвеска Морской конёк, бронза#Подвеска Морской конёк, бронза, размеры 29х11 мм #Корень|Главная|Товары для творчества|Фурнитура|Фурнитура для бижутерии|Подвески и кулоны#podveska_morskoy_konek__bronza.jpeg#1 шт#10#13.00
mo2116##Подвеска Осьминог, бронза#Подвеска Осьминог, бронза#Подвеска Кошка большая, бронза, размеры 57х55 мм #Корень|Главная|Товары для творчества|Фурнитура|Фурнитура для бижутерии|Подвески и кулоны#podveska_osminog__bronza.jpeg#1 шт#10#88.00
mo9771##Подвеска Очарование, серебро, 27х31#Подвеска Очарование, цвет античное серебро, размеры 27х31 мм#Подвеска Очарование, цинковый сплав без кадмия + смола, цвет античное серебро, размеры 27х31 мм #Корень|Главная|Товары для творчества|Фурнитура|Фурнитура для бижутерии|Подвески и кулоны#podveska_ocharovanie__serebro__27kh31.jpeg#1 шт#10#55.00
mo7749##Подвеска Раковина, белая, позолота#Подвеска Раковина, белая, позолота#Подвеска Раковина, белая, позолота, размеры 27х16 мм #Корень|Главная|Товары для творчества|Фурнитура|Фурнитура для бижутерии|Подвески и кулоны#podveska_rakovina__belaya__pozolota.jpeg#1 шт#10#116.00
mo2131##Подвеска Раковина, зелёная, позолота#Подвеска Раковина, зелёная, позолота#Подвеска Раковина, зелёная, позолота, размеры 34х23 мм #Корень|Главная|Товары для творчества|Фурнитура|Фурнитура для бижутерии|Подвески и кулоны#podveska_rakovina__zelenaya__pozolota.jpeg#1 шт#10#112.00
mo0528##Подвеска Сова 1, античное серебро#Подвеска Сова 1, античное серебро#Подвеска Сова 1, античное серебро, размеры 32х19 мм #Корень|Главная|Товары для творчества|Фурнитура|Фурнитура для бижутерии|Подвески и кулоны##1 шт#10#47.00
mo1528##Подвеска Сова 2, античное серебро#Подвеска Сова 2, античное серебро#Подвеска Сова 2, античное серебро, размеры 39х36 мм #Корень|Главная|Товары для творчества|Фурнитура|Фурнитура для бижутерии|Подвески и кулоны##1 шт#10#47.00
mo2528##Подвеска Сова 3, античное серебро#Подвеска Сова 3, античное серебро#Подвеска Сова 3, античное серебро, размеры 16х33 мм #Корень|Главная|Товары для творчества|Фурнитура|Фурнитура для бижутерии|Подвески и кулоны##1 шт#10#47.00
mo3528##Подвеска Сова 4, античное серебро#Подвеска Сова 4, античное серебро#Подвеска Сова 4, античное серебро, размеры 20х33 мм #Корень|Главная|Товары для творчества|Фурнитура|Фурнитура для бижутерии|Подвески и кулоны##1 коп#10#47.00
mo4528##Подвеска Сова 5, античное серебро#Подвеска Сова 5, античное серебро#Подвеска Сова 5, античное серебро, размеры 18х33 мм #Корень|Главная|Товары для творчества|Фурнитура|Фурнитура для бижутерии|Подвески и кулоны##1 шт#10#47.00
mo2725##Подвеска Цветы, серебро, 55х70#Подвеска Цветы, цвет античное серебро, размеры 55х70 мм#Подвеска Цветы, филигрань, цвет античное серебро, размеры 55х70 мм#Корень|Главная|Товары для творчества|Фурнитура|Фурнитура для бижутерии|Подвески и кулоны#podveska_tsvety__serebro__55kh70.jpeg#1 шт#10#170.00
