007858##Фетр синий#Фетр синий#Фетр синий. Размер листа 30х20 см.#Корень|Главная|Товары для творчества|Фоамиран и фетр|Фетр#fetr_siniy.jpeg#1 шт#10#35.00
007859##Фетр сиреневый#Фетр сиреневый#Фетр сиреневый. Размер листа 30х20 см.#Корень|Главная|Товары для творчества|Фоамиран и фетр|Фетр#fetr_sirenevyi.jpeg#1 шт#10#35.00
007840##Фетр темно-желтый#Фетр темно-желтый#Фетр темно-желтый. Размер листа 30х20 см.#Корень|Главная|Товары для творчества|Фоамиран и фетр|Фетр#fetr_temno-zheltyi.jpeg#1 шт#10#35.00
007841##Фетр темно-коричневый#Фетр темно-коричневый#Фетр темно-коричневый. Размер листа 30х20 см.#Корень|Главная|Товары для творчества|Фоамиран и фетр|Фетр#fetr_temno-korichnevyi.jpeg#1 шт#10#35.00
007844##Фетр темно-розовый#Фетр темно-розовый#Фетр темно-розовый. Размер листа 30х20 см.#Корень|Главная|Товары для творчества|Фоамиран и фетр|Фетр#fetr_temno-rozovyi.jpeg#1 шт#10#35.00
007845##Фетр холодный зеленый#Фетр холодный зеленый#Фетр холодный зеленый. Размер листа 30х20 см.#Корень|Главная|Товары для творчества|Фоамиран и фетр|Фетр#fetr_kholodnyi_zelenyi.jpeg#1 шт#10#35.00
007846##Фетр холодный сиреневый#Фетр холодный сиреневый#Фетр холодный сиреневый. Размер листа 30х20 см.#Корень|Главная|Товары для творчества|Фоамиран и фетр|Фетр#fetr_kholodnyi_sirenevyi.jpeg#1 шт#10#35.00
007847##Фетр чайная роза#Фетр чайная роза#Фетр чайная роза. Размер листа 30х20 см.#Корень|Главная|Товары для творчества|Фоамиран и фетр|Фетр#fetr_chaynaya_roza.jpeg#1 шт#10#35.00
007848##Фетр черный#Фетр черный#Фетр черный. Размер листа 30х20 см.#Корень|Главная|Товары для творчества|Фоамиран и фетр|Фетр#fetr_chernyi.jpeg#1 шт#10#35.00
007849##Фетр яркий коричневый#Фетр яркий коричневый#Фетр яркий коричневый. Размер листа 30х20 см.#Корень|Главная|Товары для творчества|Фоамиран и фетр|Фетр#fetr_yarkiy_korichnevyi.jpeg#1 шт#10#35.00
007830##Фетр ярко-розовый#Фетр ярко-розовый#Фетр ярко-розовый. Размер листа 30х20 см.#Корень|Главная|Товары для творчества|Фоамиран и фетр|Фетр#fetr_yarko-rozovyi.jpeg#1 коп#10#35.00
